,Mode,KNN,SHD,MissForest,MICE
0.1,0.5191256830601093,0.5154826958105647,0.4262295081967213,0.5253997166565473,0.495243877757539
0.2,0.5214908325819057,0.47520288548241657,0.4310189359783589,0.5119727482216211,0.48872858431018934
0.3,0.5212246807941707,0.45023063038973193,0.37683000200548167,0.5011698642957417,0.42923992245470954
0.4,0.522351993556182,0.43782722513089006,0.3684051550543697,0.4893274265002014,0.43324607329842935
0.5,0.520069315708874,0.4263722092367212,0.4259289110985734,0.47191101797372453,0.4140404610300637
