,Mode,KNN,SHD,MissForest,MICE
0.1,0.8965689208059047,0.8884101336525035,0.8835826850189508,0.8985038898862956,0.8666866148015161
0.2,0.8458262521243627,0.8326901929421173,0.8260321903428971,0.8450264920523843,0.7992002399280216
0.3,0.7974765920711867,0.7719304070655422,0.767368351152135,0.7870708546384222,0.7181884587289993
0.4,0.7487277797141861,0.7133197231489319,0.7122491659612608,0.7338943384952448,0.6440671214459991
0.5,0.6996806769648346,0.6516624755518301,0.655646030415519,0.675008980960364,0.5714964275735441
